Locus_Tag	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SAOUHSC_00045	146.727631560592	-1.4560331471011	0.386549421345038	-3.76674512158027	0.000165389694835877	0.000531099696835863
SAOUHSC_00046	281.840629771863	0.145584602368661	0.471779437719605	0.308586154310495	0.757636354435184	0.81574714381281
SAOUHSC_00047	337.660840446542	0.153444271711543	0.436233455730354	0.351748059888351	0.725027214356305	0.790834282167479
SAOUHSC_00049	1637.63554566593	0.149459916353169	0.255236395644292	0.585574467057836	0.55816151079693	0.638694585327713
SAOUHSC_00050	804.863810720032	0.76451436969517	0.315438065998592	2.4236591968535	0.0153650171629445	0.0304424242134076
SAOUHSC_00051	337.851555799403	-1.20901210577349	0.42445583677792	-2.84838138862973	0.0043942229727439	0.00998260144520252
SAOUHSC_00052	86.4620262309343	0.644481705934547	0.334124306544234	1.92886806889407	0.0537472427876674	0.091303958118309
SAOUHSC_00053	162.957499318302	0.247912778622056	0.351520751775272	0.705257875587802	0.480649770098112	0.568434966613668
SAOUHSC_00054	232.193031887397	0.527591384184808	0.269299515209659	1.95912489398304	0.050098162096783	0.0859173934798607
SAOUHSC_00055	285.219802690678	0.845388540653365	0.303326222820943	2.78706052114857	0.00531885444543435	0.0118044253498672
SAOUHSC_00056	2107.45315389066	-0.252796400631469	0.267923989427613	-0.943537759241111	0.3454059110598	0.438853678317899
SAOUHSC_00057	548.473924616456	-0.786215582220203	0.379718278379175	-2.07052340376175	0.0384033567129662	0.0682285588599632
SAOUHSC_00058	874.851445222674	-0.851664498253213	0.313577011629814	-2.71596598815294	0.00660827064845597	0.0142971390130116
SAOUHSC_00060	1603.0098287553	-0.296618144924752	0.448305281000958	-0.661643209427456	0.508199908563962	0.594123257590494
SAOUHSC_00061	1464.83380193329	-0.530513390616098	0.394151541340507	-1.34596299893139	0.178314449757223	0.255584044652019
SAOUHSC_00062	26.8841043863892	1.85061123179127	0.527142393179027	3.51064770304437	0.000447016392332867	0.00129903813273501
SAOUHSC_00064	108.217598760857	-0.517310848203734	0.306329228267975	-1.68874139476888	0.0912689991326797	0.14418615706839
SAOUHSC_00065	696.997967655446	-2.17092094677192	0.201807117359301	-10.7574052648836	5.46883453458553e-27	3.01004652783588e-25
SAOUHSC_00067	4581.88901859733	-0.595755779776129	0.354345617445785	-1.68128445914046	0.0927076750416361	0.146291010157444
SAOUHSC_00069	2898.3077850734	-1.28110293134312	0.388357563236408	-3.2987716800645	0.000971088603404774	0.00261208331184007
SAOUHSC_00070	371.867449479754	-0.858545129191707	0.471138752366779	-1.82227661146272	0.0684130251584256	0.112618040829539
SAOUHSC_00071	5149.5072923322	-1.19006555690625	0.293575463125093	-4.05369557877241	5.04148134507589e-05	0.000179717055202705
SAOUHSC_00072	321.892219439463	0.277057702679619	0.445533095561798	0.621856615006929	0.534036155122664	0.617507352477972
SAOUHSC_00074	424.840189823076	0.335204914859013	0.411530240440475	0.814532887061306	0.415339739997967	0.506431087494198
